time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-06T08:38:44.010Z,36.1371667,-117.9643333,6.15,1.5,ml,27,67,0.09074,0.11,ci,ci15535217,2014-08-07T00:09:11.320Z,"52km S of Lone Pine, California",earthquake
2014-08-06T08:26:14.000Z,51.2491,-175.0249,45.1,2.4,ml,,,,0.32,ak,ak11350346,2014-08-06T18:22:31.094Z,"119km SSW of Atka, Alaska",earthquake
2014-08-06T08:19:14.000Z,63.059,-150.3426,66,0.9,ml,,,,0.96,ak,ak11350344,2014-08-06T18:22:29.881Z,"79km WSW of Cantwell, Alaska",earthquake
2014-08-06T08:17:59.500Z,38.8105011,-122.8130035,2.43,1.02,md,17,53,0.01274,0.03,nc,nc72269195,2014-08-06T08:59:01.713Z,"6km NW of The Geysers, California",earthquake
2014-08-06T08:12:05.803Z,41.8847,-119.6404,1.7731,2.19,ml,5,129.11,0.494,0.0943,nn,nn00455033,2014-08-06T18:22:18.406Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-06T08:08:45.950Z,38.8084984,-122.8181686,3.62,0.88,md,16,74,0.008609,0.03,nc,nc72269190,2014-08-06T08:33:03.846Z,"6km WNW of The Geysers, California",earthquake
2014-08-06T07:51:56.500Z,36.7027,-121.1712,4.9,1.2,Md,37,50.4,0.03593261,0.22,nc,nc72269185,2014-08-08T01:10:05.994Z,"21km SE of Ridgemark, California",earthquake
2014-08-06T07:44:47.098Z,41.8742,-119.6318,0,1.37,ml,3,320.66,0.501,0.0663,nn,nn00455030,2014-08-06T18:21:46.425Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-06T07:39:05.000Z,63.0787,-150.9455,117.8,1.3,ml,,,,0.44,ak,ak11350325,2014-08-06T18:09:21.201Z,"94km NNW of Talkeetna, Alaska",earthquake
2014-08-06T07:34:24.291Z,41.8621,-119.6399,0.4494,1.72,ml,4,222.79,0.495,0.0693,nn,nn00455027,2014-08-06T18:13:49.653Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-06T07:32:54.000Z,60.0655,-140.3406,0.4,1.5,ml,,,,0.86,ak,ak11350323,2014-08-06T07:54:06.158Z,"67km NNW of Yakutat, Alaska",earthquake
2014-08-06T07:31:31.900Z,38.8147,-122.7943,4.1,0.5,Md,11,75.6,0.00898315,0.02,nc,nc72269180,2014-08-06T07:48:03.849Z,"5km NW of The Geysers, California",earthquake
2014-08-06T07:31:13.600Z,46.1215,-122.1572,7.8,-0.2,Md,,194.4,0.01796631,0.04,uw,uw60070713,2014-08-06T21:06:37.383Z,"32km NE of Amboy, Washington",earthquake
2014-08-06T07:30:48.147Z,36.7585,-115.9551,7.7863,0.1,ml,17,185.6,0.039,0.1213,nn,nn00454967,2014-08-06T15:08:43.672Z,"61km N of Pahrump, Nevada",earthquake
2014-08-06T07:10:15.181Z,41.8851,-119.6758,0,1.47,ml,4,218.16,0.467,0.2051,nn,nn00455003,2014-08-06T17:36:05.023Z,"64km ESE of Lakeview, Oregon",earthquake
2014-08-06T07:07:32.600Z,35.5887,-120.7498,4.9,1.5,Md,57,32.4,0.10779783,0.06,nc,nc72269175,2014-08-08T02:42:04.200Z,"5km NW of Templeton, California",earthquake
2014-08-06T07:07:25.820Z,35.4886667,-119.3736667,19.8,2.2,ml,38,68,0.2628,0.28,ci,ci15535209,2014-08-07T00:02:54.280Z,"9km W of Shafter, California",earthquake
2014-08-06T07:04:58.700Z,37.4318,-118.4618,6.6,0.4,Md,8,111.6,0.02694946,0.03,nc,nc72269170,2014-08-16T03:38:05.252Z,"6km NW of Dixon Lane-Meadow Creek, California",earthquake
2014-08-06T07:03:28.690Z,37.4285,-118.4608333,7.52,1.15,md,18,114,0.02542,0.05,nc,nc72269160,2014-08-07T22:18:35.938Z,"6km NW of Dixon Lane-Meadow Creek, California",earthquake
2014-08-06T06:56:18.000Z,38.8298,-122.8673,2.9,0.6,Md,6,158.4,0.02694946,0.02,nc,nc72269155,2014-08-06T09:25:04.518Z,"11km WNW of The Geysers, California",earthquake
2014-08-06T06:50:04.000Z,61.734,-149.6878,32.4,0.8,ml,,,,0.65,ak,ak11350320,2014-08-06T18:09:19.967Z,"13km NNW of Meadow Lakes, Alaska",earthquake
2014-08-06T06:45:45.840Z,5.5648,126.8598,68.12,4.6,mb,,141,1.963,1.15,us,usb000s0pu,2014-08-06T14:48:24.347Z,"116km SE of Pondaguitan, Philippines",earthquake
2014-08-06T06:44:10.000Z,64.9557,-147.5906,17.6,0.6,ml,,,,0.29,ak,ak11350318,2014-08-06T07:06:29.385Z,"14km NNE of Fairbanks, Alaska",earthquake
2014-08-06T06:39:59.000Z,61.981,-151.0927,63.5,3,ml,,,,0.64,ak,ak11350310,2014-08-06T14:42:36.307Z,"61km WNW of Willow, Alaska",earthquake
2014-08-06T06:39:30.770Z,33.561,-116.759,6.67,0.19,ml,18,162,0.01864,0.09,ci,ci15535201,2014-08-06T23:55:18.960Z,"7km W of Anza, California",earthquake
2014-08-06T06:38:50.499Z,39.7104,-120.6481,13.4301,0.22,ml,4,147.7,0.085,0.0604,nn,nn00456029,2014-08-14T19:50:12.459Z,"18km SW of Portola, California",earthquake
2014-08-06T06:36:43.000Z,64.7971,-149.4829,17.1,0.9,ml,,,,0.19,ak,ak11350309,2014-08-06T06:54:54.317Z,"30km NW of North Nenana, Alaska",earthquake
2014-08-06T06:24:47.890Z,44.7321667,-111.054,9.93,0.89,ml,13,81,0.04359,0.16,uu,uu60079697,2014-08-06T17:12:37.850Z,"8km NNE of West Yellowstone, Montana",earthquake
2014-08-06T06:23:35.630Z,33.4931667,-116.5485,14.15,0.23,ml,18,194,0.0449,0.16,ci,ci15535193,2014-08-06T23:53:14.630Z,"13km ESE of Anza, California",earthquake
2014-08-06T06:21:36.950Z,32.6743333,-115.9293333,6.47,1.39,ml,18,69,0.02739,0.19,ci,ci15535185,2014-08-06T23:50:40.300Z,"25km WSW of Seeley, California",earthquake
2014-08-06T06:09:29.600Z,38.7243,-122.8982,5.5,0.8,Md,26,79.2,0.08084838,0.05,nc,nc72269145,2014-08-14T23:14:01.871Z,"12km NNW of Healdsburg, California",earthquake
2014-08-06T06:02:54.710Z,36.0795,-117.8511667,1.47,0.41,ml,8,133,0.03828,0.15,ci,ci15535177,2014-08-06T23:48:15.579Z,"48km N of Inyokern, California",earthquake
2014-08-06T05:47:18.000Z,61.4154,-149.4801,31.1,1.4,ml,,,,0.4,ak,ak11350305,2014-08-06T06:05:32.976Z,"12km SSE of Knik-Fairview, Alaska",earthquake
2014-08-06T05:41:33.000Z,46.2853,-122.3038,9.3,-0.2,Md,,108,0.03593261,0.08,uw,uw60070633,2014-08-06T21:10:17.762Z,"30km S of Morton, Washington",earthquake
2014-08-06T05:35:49.000Z,62.0657,-150.3466,64.6,1,ml,,,,0.27,ak,ak11350302,2014-08-06T17:42:50.748Z,"27km WSW of Y, Alaska",earthquake
2014-08-06T05:34:26.700Z,46.364,-122.1913,8.1,-0.2,Md,,280.8,0.08084838,0.03,uw,uw60070628,2014-08-06T21:12:22.957Z,"22km SSE of Morton, Washington",earthquake
2014-08-06T05:28:53.000Z,63.2139,-148.6911,29.4,0.5,ml,,,,0.71,ak,ak11350299,2014-08-06T05:39:23.962Z,"23km SSE of Cantwell, Alaska",earthquake
2014-08-06T05:23:28.900Z,33.5596667,-116.7573333,6.67,0.66,ml,28,50,0.01768,0.12,ci,ci15535169,2014-08-06T23:47:35.720Z,"7km W of Anza, California",earthquake
2014-08-06T05:17:00.526Z,41.8769,-119.6398,0,1.23,ml,4,220.36,0.494,0.1392,nn,nn00454963,2014-08-06T05:45:38.693Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-06T05:09:17.732Z,41.8854,-119.647,0.9425,1.04,ml,4,218.77,0.489,0.0301,nn,nn00454962,2014-08-06T05:36:41.540Z,"66km ESE of Lakeview, Oregon",earthquake
2014-08-06T05:04:55.000Z,36.0008,-120.5605,3.2,1.7,Md,66,86.4,0.01796631,0.07,nc,nc72269115,2014-08-14T03:27:07.004Z,"23km SW of Coalinga, California",earthquake
2014-08-06T05:02:22.650Z,41.8736,-119.6365,0,1.8,ml,4,220.98,0.497,0.087,nn,nn00454959,2014-08-06T05:21:10.011Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-06T04:57:27.120Z,33.788,-116.143,9.53,0.57,ml,19,86,0.06597,0.1,ci,ci15535161,2014-08-06T23:43:10.540Z,"10km NE of Indio, California",earthquake
2014-08-06T04:50:52.000Z,62.2292,-149.7685,31.5,1.3,ml,,,,0.6,ak,ak11350295,2014-08-06T05:06:51.237Z,"8km NNE of Y, Alaska",earthquake
2014-08-06T04:49:39.000Z,63.324,-145.0547,24.4,0.6,ml,,,,0.69,ak,ak11350294,2014-08-06T06:05:31.818Z,"61km S of Deltana, Alaska",earthquake
2014-08-06T04:23:08.130Z,44.7386667,-111.0593333,10.11,0.51,ml,11,99,0.04316,0.14,uu,uu60079692,2014-08-06T16:56:42.160Z,"9km NNE of West Yellowstone, Montana",earthquake
2014-08-06T04:20:28.470Z,-7.5463,128.1913,177.85,4.7,mb,,57,3.109,0.72,us,usb000s0nr,2014-08-06T12:23:06.026Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-08-06T04:19:01.170Z,-29.8883,-179.2198,360.56,4.9,mb,,111,1.294,1.22,us,usb000s0nq,2014-08-06T12:21:34.946Z,"145km WSW of Raoul Island, New Zealand",earthquake
2014-08-06T04:08:43.000Z,62.6374,-151.2296,91,1.8,ml,,,,0.98,ak,ak11350275,2014-08-06T04:26:24.914Z,"67km WNW of Talkeetna, Alaska",earthquake
2014-08-06T03:53:11.400Z,40.5898,-124.1003,18.4,1.7,Md,21,129.6,0.1706799,0.13,nc,nc72269105,2014-08-16T04:21:10.052Z,"4km E of Fortuna, California",earthquake
2014-08-06T03:49:28.050Z,33.506,-116.5465,16.57,1.01,ml,26,75,0.04789,0.14,ci,ci15535153,2014-08-06T23:41:26.390Z,"13km ESE of Anza, California",earthquake
2014-08-06T03:46:06.650Z,22.1013,121.458,82.06,4.8,mb,,105,0.794,1.2,us,usb000s0nl,2014-08-06T11:48:46.005Z,"74km E of Hengchun, Taiwan",earthquake
2014-08-06T03:31:21.270Z,41.8822,-119.6417,0.4642,2.77,ml,4,77.05,0.493,0.0229,nn,nn00454948,2014-08-06T16:46:41.678Z,"64km SE of Lakeview, Oregon",earthquake
2014-08-06T03:28:30.000Z,9.9722,-103.6317,10,4.7,mb,,164,9.006,0.65,us,usb000s0nh,2014-08-06T11:31:00.364Z,"Northern East Pacific Rise",earthquake
2014-08-06T03:27:52.350Z,33.7516667,-116.0976667,2.31,0.84,ml,23,93,0.1126,0.18,ci,ci15535145,2014-08-06T23:37:14.880Z,"10km NE of Coachella, California",earthquake
2014-08-06T03:18:23.288Z,41.8613,-119.6399,1.1894,1.95,ml,4,222.91,0.495,0.1068,nn,nn00454954,2014-08-06T15:50:07.462Z,"73km SE of Lakeview, Oregon",earthquake
2014-08-06T03:18:16.590Z,33.3571667,-116.4025,13.13,1.14,ml,36,101,0.0424,0.16,ci,ci15535137,2014-08-06T23:32:13.780Z,"11km NNW of Borrego Springs, California",earthquake
2014-08-06T03:15:45.250Z,34.1431667,-117.4351667,9.26,0.73,ml,22,95,0.0838,0.18,ci,ci15535129,2014-08-06T23:26:17.730Z,"5km N of Fontana, California",earthquake
2014-08-06T03:10:31.500Z,34.0268333,-117.1153333,11.74,1.17,ml,52,46,0.00895,0.16,ci,ci15535121,2014-08-06T22:15:15.330Z,"5km SSE of Mentone, California",earthquake
2014-08-06T02:57:34.640Z,37.4301667,-118.6146667,10.53,0.77,md,15,74,0.02221,0.05,nc,nc72269095,2014-08-07T22:18:21.895Z,"16km WNW of West Bishop, California",earthquake
2014-08-06T02:49:43.800Z,18.7322,-65.5438,34,2.1,Md,4,295.2,0.48958183,0.18,pr,pr14218001,2014-08-06T03:54:03.810Z,"43km NNE of Luquillo, Puerto Rico",earthquake
2014-08-06T02:49:19.700Z,45.9895,-122.8577,22.3,0.9,Md,,208.8,0.19762936,0.09,uw,uw60070623,2014-08-06T21:17:33.509Z,"2km SSW of Kalama, Washington",earthquake
2014-08-06T02:44:22.233Z,41.8408,-119.6921,2.3358,1.05,ml,3,322.65,0.459,0.1612,nn,nn00454955,2014-08-06T04:54:13.272Z,"66km SE of Lakeview, Oregon",earthquake
2014-08-06T02:41:10.240Z,34.2696667,-117.0191667,8.79,0.92,ml,23,82,0.01714,0.14,ci,ci15535113,2014-08-06T22:05:39.150Z,"10km WNW of Big Bear Lake, California",earthquake
2014-08-06T02:41:00.200Z,19.4043,-155.2813,0,2.3,Ml,,54,0.00898315,0.31,hv,hv60748236,2014-08-07T01:39:51.471Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-06T02:39:27.550Z,32.9316667,-116.2608333,6.39,0.93,ml,16,99,0.01739,0.17,ci,ci15535105,2014-08-06T22:01:33.470Z,"27km ENE of Pine Valley, California",earthquake
2014-08-06T02:37:40.000Z,18.923,-64.4415,30,2.3,Md,3,345.6,0.7465,0.12,pr,pr14218000,2014-08-06T03:44:41.201Z,"59km NNE of Road Town, British Virgin Islands",earthquake
2014-08-06T02:35:17.166Z,41.8796,-119.6416,0,2.09,ml,4,129.31,0.493,0.043,nn,nn00454949,2014-08-06T16:30:08.918Z,"68km SE of Lakeview, Oregon",earthquake
2014-08-06T02:28:27.500Z,33.971,-116.7911667,6.93,0.61,ml,25,72,0.05741,0.06,ci,ci15535097,2014-08-06T21:59:14.200Z,"5km N of Cabazon, California",earthquake
2014-08-06T02:27:07.636Z,37.3965,-117.129,0,0.05,ml,4,312.34,0.411,0.0477,nn,nn00456024,2014-08-14T19:21:58.192Z,"35km SSE of Goldfield, Nevada",earthquake
2014-08-06T02:21:53.000Z,62.8802,-151.4268,27.9,1.7,ml,,,,0.86,ak,ak11350139,2014-08-06T02:32:10.945Z,"91km NW of Talkeetna, Alaska",earthquake
2014-08-06T02:17:46.900Z,19.4093,-155.2817,1.5,0.4,Md,,111.6,0,0.26,hv,hv60748226,2014-08-06T03:14:43.672Z,"5km WSW of Volcano, Hawaii",earthquake
2014-08-06T02:17:33.000Z,63.2499,-151.3289,0.6,1.6,ml,,,,0.63,ak,ak11350134,2014-08-06T02:32:09.772Z,"120km NNW of Talkeetna, Alaska",earthquake
2014-08-06T02:16:44.000Z,62.0713,-149.4243,54.4,1,ml,,,,0.18,ak,ak11350133,2014-08-06T06:16:46.803Z,"24km ESE of Y, Alaska",earthquake
2014-08-06T02:14:42.090Z,37.8873333,-122.0373333,10.71,0.82,md,18,117,0.04539,0.04,nc,nc71085629,2014-08-07T18:18:50.350Z,"3km SE of Walnut Creek, California",earthquake
2014-08-06T02:14:12.740Z,36.5875,-121.1918333,7.14,1.94,md,64,37,0.01266,0.06,nc,nc72269080,2014-08-07T22:18:11.872Z,"21km NNE of Soledad, California",earthquake
2014-08-06T02:13:09.200Z,34.1093333,-117.3153333,17.39,2.74,ml,127,16,0.0165,0.18,ci,ci15535089,2014-08-06T20:22:13.950Z,"2km W of San Bernardino, California",earthquake
2014-08-06T02:08:09.500Z,38.796,-122.8075,3.2,0.8,Md,11,82.8,0.01796631,0.02,nc,nc72269070,2014-08-06T04:40:03.362Z,"4km WNW of The Geysers, California",earthquake
2014-08-06T02:03:03.000Z,63.0719,-150.6144,113.1,1.2,ml,,,,0.62,ak,ak11350130,2014-08-06T05:53:10.970Z,"87km NNW of Talkeetna, Alaska",earthquake
2014-08-06T02:01:18.210Z,33.462,-116.87,15.16,0.55,ml,19,103,0.1083,0.15,ci,ci15535081,2014-08-06T21:55:54.360Z,"2km NNW of Aguanga, California",earthquake
2014-08-06T01:55:15.600Z,36.9115,-121.095,5.9,0.9,Md,13,104.4,0.10779783,0.06,nc,nc72269055,2014-08-14T22:53:04.637Z,"26km ENE of Ridgemark, California",earthquake
2014-08-06T01:47:30.800Z,38.8805,-122.8688,1.8,0.9,Md,29,129.6,0.00898315,0.06,nc,nc72269045,2014-08-15T01:28:06.766Z,"11km SSW of Kelseyville, California",earthquake
2014-08-06T01:42:51.000Z,62.1816,-149.6798,30.1,1.1,ml,,,,0.36,ak,ak11350120,2014-08-06T02:08:48.738Z,"9km ENE of Y, Alaska",earthquake
2014-08-06T01:34:10.610Z,1.5845,126.617,51.28,4.5,mb,,113,1.101,0.39,us,usb000s0n9,2014-08-06T09:36:48.719Z,"121km NW of Kota Ternate, Indonesia",earthquake
2014-08-06T01:23:10.000Z,53.5139,-165.3703,47.3,2.7,ml,,,,0.55,ak,ak11350107,2014-08-06T09:25:36.136Z,"74km SSE of Akutan, Alaska",earthquake
2014-08-06T01:16:35.100Z,38.1172,-122.1767,0,1,Md,12,100.8,0.01796631,0.05,nc,nc72269025,2014-08-16T03:26:08.892Z,"0km WSW of Quarry near Vallejo, CA",quarry
2014-08-06T01:16:02.000Z,61.4508,-151.7476,81.1,1.9,ml,,,,0.54,ak,ak11350100,2014-08-06T04:26:27.283Z,"88km NNW of Nikiski, Alaska",earthquake
2014-08-06T01:15:04.640Z,38.8240013,-122.7923355,1.35,0.55,md,5,146,0.01618,0.09,nc,nc72269020,2014-08-06T01:32:06.182Z,"6km W of Cobb, California",earthquake
2014-08-06T01:07:13.400Z,19.9533,-155.0975,39.6,3,Ml,,266.4,0.23356197,0.15,hv,hv60748166,2014-08-06T09:09:46.051Z,"13km N of Pepeekeo, Hawaii",earthquake
2014-08-06T00:52:25.900Z,35.7715,-120.3218,8.7,0.8,Md,37,54,0.01796631,0.03,nc,nc72269010,2014-08-13T23:59:58.207Z,"13km NNE of Shandon, California",earthquake
2014-08-06T00:41:28.700Z,45.9172,-122.379,11.7,0.2,Md,,266.4,0.03593261,0.09,uw,uw60070618,2014-08-06T21:34:05.309Z,"5km E of Amboy, Washington",earthquake
2014-08-06T00:33:36.290Z,41.8678,-119.641,0,1.42,ml,3,321.02,0.494,0.0407,nn,nn00454957,2014-08-06T05:11:24.862Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-06T00:28:56.880Z,41.8725,-119.6333,0,1.66,ml,3,244.19,0.5,0.0652,nn,nn00454946,2014-08-06T03:34:55.084Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-06T00:28:54.540Z,37.3363333,-113.6163333,1.7,1.24,ml,9,96,0.2289,0.25,uu,uu60079677,2014-08-06T16:16:06.920Z,"19km NNE of Ivins, Utah",earthquake
2014-08-06T00:22:21.710Z,36.5616,71.1745,237.47,4.2,mb,,75,0.739,0.33,us,usb000s0n0,2014-08-06T08:24:55.011Z,"34km WSW of Ashkasham, Afghanistan",earthquake
2014-08-06T00:18:10.000Z,63.4018,-144.8977,3,2.4,ml,,,,0.87,ak,ak11350088,2014-08-06T00:28:10.912Z,"54km SSE of Deltana, Alaska",earthquake
2014-08-06T00:14:32.000Z,62.9169,-149.6747,8.2,0.8,ml,,,,0.46,ak,ak11350084,2014-08-06T04:26:26.062Z,"64km SW of Cantwell, Alaska",earthquake
2014-08-06T00:09:38.050Z,54.1738,159.7911,124.57,4.2,mb,,137,1.338,0.84,us,usb000s0mz,2014-08-06T08:12:16.284Z,"144km NE of Yelizovo, Russia",earthquake
2014-08-06T00:07:42.000Z,61.7771,-146.2107,30.2,1.5,ml,,,,0.76,ak,ak11350083,2014-08-06T00:28:12.338Z,"50km SW of Glennallen, Alaska",earthquake
2014-08-05T23:45:58.808Z,41.8628,-119.6367,0.3905,1.88,ml,4,222.74,0.498,0.0584,nn,nn00454936,2014-08-06T00:30:29.419Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-05T23:32:04.500Z,38.7772,-122.7265,2.2,1.1,Md,17,82.8,0.00898315,0.03,nc,nc72269000,2014-08-06T00:32:02.704Z,"2km E of The Geysers, California",earthquake
2014-08-05T23:22:13.630Z,35.0435,-117.6748333,0.01,1.18,ml,10,126,0.1103,0.3,ci,ci15535073,2014-08-06T21:49:23.766Z,"5km NNW of Boron, California",quarry_blast
2014-08-05T23:13:31.400Z,38.777,-122.7258,2.4,0.9,Md,11,140.4,0.00898315,0.02,nc,nc72268990,2014-08-05T23:15:08.109Z,"2km E of The Geysers, California",earthquake
2014-08-05T23:12:55.200Z,36.7507,-121.5962,0,1.3,Md,31,111.6,0.02694946,0.14,nc,nc72268985,2014-08-13T23:36:48.089Z,"0km ENE of Quarry near Salinas, CA",quarry
2014-08-05T22:58:35.360Z,38.8206667,-122.8066667,3.92,1.92,md,62,26,0.003809,0.04,nc,nc72268980,2014-08-07T22:17:47.900Z,"6km NW of The Geysers, California",earthquake
2014-08-05T22:53:27.300Z,39.4093333,-123.2721667,4.88,2.09,md,39,51,0.1682,0.05,nc,nc72268975,2014-08-07T22:17:45.699Z,"7km E of Willits, California",earthquake
2014-08-05T22:51:03.540Z,41.8823,-119.6805,0,1.18,ml,4,218.53,0.464,0.2599,nn,nn00454933,2014-08-06T00:21:14.870Z,"64km ESE of Lakeview, Oregon",earthquake
2014-08-05T22:50:39.327Z,41.9149,-119.6566,0,1.15,ml,4,213.56,0.481,0.1058,nn,nn00454932,2014-08-06T00:11:58.120Z,"64km ESE of Lakeview, Oregon",earthquake
2014-08-05T22:48:14.620Z,41.8616,-119.672,0.416,1.68,ml,4,222.23,0.472,0.1622,nn,nn00454931,2014-08-06T00:11:44.941Z,"66km ESE of Lakeview, Oregon",earthquake
2014-08-05T22:44:42.980Z,41.8822,-119.6346,0,2.86,ml,5,122,0.498,0.0534,nn,nn00454898,2014-08-06T15:47:57.227Z,"69km SE of Lakeview, Oregon",earthquake
2014-08-05T22:42:31.980Z,37.4641667,-119.3415,4.52,1.02,md,7,304,0.2614,0.04,nc,nc72268965,2014-08-07T22:17:29.677Z,"31km ENE of Oakhurst, California",earthquake
2014-08-05T22:32:47.000Z,62.8949,-149.8187,55.7,1.1,ml,,,,0.76,ak,ak11350074,2014-08-05T22:55:40.917Z,"65km NNE of Talkeetna, Alaska",earthquake
2014-08-05T22:24:43.200Z,38.8227,-122.8435,2.5,1.5,Md,25,50.4,0.00898315,0.04,nc,nc72268960,2014-08-06T03:23:05.124Z,"9km NW of The Geysers, California",earthquake
2014-08-05T22:24:22.200Z,47.7727,-122.4583,5,0.7,Md,,280.8,0.3054272,0.21,uw,uw60070613,2014-08-06T21:39:11.831Z,"4km SE of Kingston, Washington",earthquake
2014-08-05T22:23:34.100Z,47.7415,-122.4155,16,1,Md,,198,0.31441035,0.09,uw,uw60836097,2014-08-06T21:47:57.862Z,"5km WSW of Shoreline, Washington",earthquake
2014-08-05T22:19:15.000Z,53.5609,-166.1301,35.4,1.4,ml,,,,0.11,ak,ak11350073,2014-08-06T04:13:08.368Z,"43km SE of Unalaska, Alaska",earthquake
2014-08-05T22:16:37.460Z,36.0685,-117.656,1.42,1.68,ml,28,66,0.09852,0.17,ci,ci15535065,2014-08-06T21:47:46.260Z,"40km NW of Searles Valley, California",earthquake
2014-08-05T22:15:23.900Z,38.8228,-122.8418,2.2,0.6,Md,7,140.4,0.00898315,0.02,nc,nc72268955,2014-08-05T23:12:02.769Z,"8km NW of The Geysers, California",earthquake
2014-08-05T21:58:37.300Z,38.8208,-122.7652,2.4,1.4,Md,24,50.4,0.00898315,0.04,nc,nc72268950,2014-08-05T23:00:06.469Z,"3km W of Cobb, California",earthquake
2014-08-05T21:58:06.560Z,38.8218333,-122.7656667,2.53,1.75,md,57,35,0.009241,0.05,nc,nc72268945,2014-08-07T22:17:16.750Z,"3km W of Cobb, California",earthquake
2014-08-05T21:48:31.800Z,38.8228,-122.7933,3.5,0.3,Md,29,32.4,0.00898315,0.03,nc,nc72268935,2014-08-15T00:31:05.676Z,"5km NNW of The Geysers, California",earthquake
2014-08-05T21:31:49.050Z,35.9355,-117.6945,2.96,1.35,ml,26,49,0.07531,0.15,ci,ci15535057,2014-08-06T21:42:39.250Z,"32km NW of Searles Valley, California",earthquake
2014-08-05T21:16:28.700Z,49.3822,-120.5,0,1.6,Md,,219.6,0.58390493,0.53,uw,uw60836072,2014-08-06T15:43:51.777Z,"8km S of Princeton, Canada",quarry
2014-08-05T21:11:54.800Z,46.2517,-122.0647,10.2,0.1,Md,,291.6,0.05389892,0.15,uw,uw60070513,2014-08-06T21:51:08.220Z,"37km SSE of Morton, Washington",earthquake
2014-08-05T21:02:45.910Z,35.8261667,-117.6643333,8.37,0.75,ml,16,46,0.0553,0.15,ci,ci15535049,2014-08-06T21:38:29.600Z,"22km N of Ridgecrest, California",earthquake
2014-08-05T21:01:08.010Z,36.2854,-97.4975,5,2.7,mb_lg,,48,0.221,0.65,us,usb000s0pz,2014-08-06T14:07:10.970Z,"18km W of Perry, Oklahoma",earthquake
2014-08-05T20:57:03.000Z,63.9174,-148.7924,0.7,2.1,ml,,,,0.61,ak,ak11349992,2014-08-05T21:15:13.081Z,"10km NE of Healy, Alaska",earthquake
2014-08-05T20:56:26.000Z,60.1219,-152.7776,121,2.4,ml,,,,0.37,ak,ak11349995,2014-08-06T04:13:07.187Z,"40km S of Redoubt Volcano, Alaska",earthquake
2014-08-05T20:51:26.500Z,38.7982,-122.7332,1.1,0.5,Md,11,68.4,0.01796631,0.03,nc,nc72268905,2014-08-05T21:36:12.046Z,"2km SSW of Cobb, California",earthquake
2014-08-05T20:50:13.010Z,38.7925,-122.758,1.91,1.95,md,62,42,0.008228,0.05,nc,nc72268900,2014-08-07T22:18:20.899Z,"1km N of The Geysers, California",earthquake
2014-08-05T20:40:21.000Z,61.4371,-149.462,39.4,1,ml,,,,0.28,ak,ak11349976,2014-08-06T01:58:45.892Z,"11km SE of Knik-Fairview, Alaska",earthquake
2014-08-05T20:35:11.000Z,46.2015,-122.1915,2.3,1.1,Md,,111.6,0,0.07,uw,uw60836047,2014-08-05T20:53:50.869Z,"37km NNE of Amboy, Washington",earthquake
2014-08-05T20:34:24.900Z,38.7922,-122.7588,2.8,0.6,Md,11,68.4,0.01796631,0.02,nc,nc72268890,2014-08-05T21:38:07.301Z,"1km N of The Geysers, California",earthquake
2014-08-05T20:20:07.000Z,63.4578,-147.4507,0,1.5,ml,,,,0.68,ak,ak11349928,2014-08-05T20:36:20.662Z,"75km E of Cantwell, Alaska",earthquake
2014-08-05T20:15:11.489Z,38.4231,-118.332,0.7447,0.75,ml,10,77.32,0.013,0.1205,nn,nn00454858,2014-08-05T20:34:10.390Z,"27km ESE of Hawthorne, Nevada",earthquake
2014-08-05T20:11:21.000Z,38.808,-122.8015,3,0.8,Md,14,82.8,0.00898315,0.02,nc,nc72268885,2014-08-05T21:04:03.543Z,"5km NW of The Geysers, California",earthquake
2014-08-05T20:10:47.700Z,38.835,-122.8073,2.7,0.8,Md,11,104.4,0.00898315,0.02,nc,nc72268880,2014-08-05T20:52:06.219Z,"7km W of Cobb, California",earthquake
2014-08-05T20:00:26.520Z,37.4863333,-119.3623333,16.26,2.12,md,40,69,0.2658,0.08,nc,nc72268875,2014-08-07T22:16:50.590Z,"30km NE of Oakhurst, California",earthquake
2014-08-05T20:00:06.600Z,35.0195,-85.1932,10.1,2,md,12,82.7999933760005,0.1347473,0.13,se,se080514b,2014-08-06T04:02:43.332Z,"4km NW of East Brainerd, Tennessee",earthquake
2014-08-05T19:46:07.900Z,18.0345,-68.0179,8,3,Md,10,230.4,0.58839651,0.4,pr,pr14217004,2014-08-06T14:03:29.000Z,"73km SE of Punta Cana, Dominican Republic",earthquake
2014-08-05T19:25:52.100Z,46.305,-122.356,16.4,0.2,Md,,237.6,0.00898315,0.09,uw,uw60070213,2014-08-06T21:53:13.445Z,"28km SSW of Morton, Washington",earthquake
